"rank"	"genomeid"	"class"	"superclade"	"lineage"	"GC"	"assembly_size"	"coding_density"	"N50"	"longest_contig"	"nContigs"	"isolation_source"	"completeness"	"contamination"	"quality_combined"	"Location"
2040	"GVMAG-S-3300010160-180"	"GVMAG"	"SC3"	"MGVL24"	45.26	185764	91	35314	43842	5	"Freshwater"	"medium"	"low"	"medium"	"Other"
1968	"GVMAG-S-3300010160-61"	"GVMAG"	"SC9"	"MGVL52"	31.79	197379	92	7224	14794	26	"Freshwater"	"low"	"low"	"low"	"Other"
476	"GVMAG-S-3300010160-96"	"GVMAG"	"SC2"	"Iridoviruses"	31.07	470206	86	42479	117689	15	"Freshwater"	"high"	"low"	"high"	"Other"
1089	"GVMAG-S-3300010299-37"	"GVMAG"	"SC10"	"Tetraselmisviruses"	32.18	341488	90	7330	19549	44	"Marine"	"high"	"low"	"medium"	"Other"
1774	"GVMAG-S-3300010299-45"	"GVMAG"	"SC9"	"MGVL57"	33.25	223189	90	7449	13212	29	"Marine"	"medium"	"low"	"low"	"Other"
2271	"GVMAG-S-3300010299-67"	"GVMAG"	"SC3"	"Prasinoviruses"	39.93	105810	89	6810	9573	15	"Marine"	"medium"	"medium"	"low"	"Other"
917	"GVMAG-S-3300010312-35"	"GVMAG"	"SC9"	"MGVL43"	32.64	375796	87	15758	54603	28	"Marine"	"high"	"low"	"high"	"Other"
1135	"GVMAG-S-3300010316-20"	"GVMAG"	"SC10"	"MGVL66"	27.29	334532	88	11499	36894	30	"Marine"	"high"	"medium"	"medium"	"Other"
593	"GVMAG-S-3300010316-21"	"GVMAG"	"SC3"	"Coccolithoviruses"	52.51	443388	86	35250	85429	13	"Marine"	"medium"	"low"	"medium"	"Other"
2196	"GVMAG-S-3300010316-51"	"GVMAG"	"SC1"	"Asfarviruses"	32.9	148563	89	15368	25383	13	"Marine"	"medium"	"low"	"medium"	"Other"
513	"GVMAG-S-3300010354-157"	"GVMAG"	"SC10"	"MGVL58"	34.91	461271	91	11424	28829	44	"Marine"	"high"	"low"	"medium"	"Other"
1633	"GVMAG-S-3300010354-171"	"GVMAG"	"SC9"	"MGVL44"	41.36	245724	89	8723	20552	29	"Marine"	"medium"	"medium"	"medium"	"Other"
1280	"GVMAG-S-3300010354-217"	"GVMAG"	"SC8"	"MGVL35"	41.35	308821	91	13010	56401	26	"Marine"	"high"	"low"	"high"	"Other"
2211	"GVMAG-S-3300010354-221"	"GVMAG"	"SC8"	"MGVL36"	43.25	144439	91	15068	37536	10	"Marine"	"medium"	"low"	"medium"	"Other"
1944	"GVMAG-S-3300010354-241"	"GVMAG"	"SC9"	"YLMV"	39.22	200106	88	7587	20949	25	"Marine"	"medium"	"low"	"medium"	"Other"
1789	"GVMAG-S-3300010354-242"	"GVMAG"	"SC9"	"MGVL44"	31.22	220845	83	10924	19875	23	"Marine"	"medium"	"low"	"medium"	"Other"
1748	"GVMAG-S-3300010354-249"	"GVMAG"	"SC9"	"MGVL54"	40.49	228302	90	13059	24202	22	"Marine"	"medium"	"medium"	"medium"	"Other"
2281	"GVMAG-S-3300010354-269"	"GVMAG"	"SC8"	"MGVL35"	37.3	82795	91	5409	8963	14	"Marine"	"medium"	"low"	"low"	"Other"
1469	"GVMAG-S-3300010368-40"	"GVMAG"	"SC3"	"MGVSL5"	31.85	276763	82	6782	20850	38	"Marine"	"medium"	"low"	"medium"	"Other"
888	"GVMAG-S-3300010368-67"	"GVMAG"	"SC9"	"MGVL55"	35.33	381264	88	18022	48270	25	"Marine"	"high"	"low"	"high"	"Other"
1180	"GVMAG-S-3300010368-70"	"GVMAG"	"SC2"	"Iridoviruses"	31.68	326663	88	20296	62653	21	"Marine"	"high"	"medium"	"medium"	"Other"
1410	"GVMAG-S-3300010368-72"	"GVMAG"	"SC9"	"MGVL55"	35.97	285956	85	9411	15783	32	"Marine"	"medium"	"low"	"medium"	"Other"
1427	"GVMAG-S-3300010368-75"	"GVMAG"	"SC9"	"MGVL57"	30.18	283032	89	11666	27790	25	"Marine"	"high"	"low"	"medium"	"Other"
1616	"GVMAG-S-3300010368-80"	"GVMAG"	"SC10"	"Aureococcusviruses"	34.6	249279	88	14107	27913	21	"Marine"	"medium"	"low"	"medium"	"Other"
1764	"GVMAG-S-3300010368-97"	"GVMAG"	"SC9"	"MGVL47"	35.64	224827	85	11511	20217	23	"Marine"	"medium"	"medium"	"medium"	"Other"
2159	"GVMAG-S-3300011013-114"	"GVMAG"	"SC2"	"MGVL23"	31.31	158294	93	19985	48689	8	"Marine"	"medium"	"medium"	"medium"	"Other"
730	"GVMAG-S-3300011013-78"	"GVMAG"	"SC9"	"MGVL42"	25.46	414502	91	54711	82044	10	"Marine"	"high"	"low"	"high"	"Other"
2052	"GVMAG-S-3300012000-104"	"GVMAG"	"SC8"	"MGVL33"	38.96	183239	94	47949	48584	10	"Freshwater"	"high"	"low"	"high"	"Other"
753	"GVMAG-S-3300012000-52"	"GVMAG"	"SC2"	"MGVL23"	52.38	409834	82	14893	28639	31	"Freshwater"	"medium"	"low"	"medium"	"Other"
267	"GVMAG-S-3300012000-53"	"GVMAG"	"SC9"	"MGVL57"	30.86	552656	90	62504	100941	12	"Freshwater"	"high"	"low"	"high"	"Other"
369	"GVMAG-S-3300012000-57"	"GVMAG"	"SC9"	"MGVL57"	40.04	504166	90	66044	134362	18	"Freshwater"	"high"	"low"	"high"	"Other"
1301	"GVMAG-S-3300012000-62"	"GVMAG"	"SC10"	"MGVL59"	34.64	306234	92	27047	41182	18	"Freshwater"	"high"	"low"	"high"	"Other"
1109	"GVMAG-S-3300012000-63"	"GVMAG"	"SC8"	"MGVL35"	45.05	338780	91	15402	28846	26	"Freshwater"	"high"	"medium"	"medium"	"Other"
764	"GVMAG-S-3300012000-64"	"GVMAG"	"SC9"	"MGVL44"	41.49	407867	89	25522	36413	23	"Freshwater"	"high"	"low"	"high"	"Other"
780	"GVMAG-S-3300012000-65"	"GVMAG"	"SC2"	"MGVL23"	58.42	404307	90	106606	155407	6	"Freshwater"	"high"	"medium"	"medium"	"Other"
1878	"GVMAG-S-3300012000-72"	"GVMAG"	"SC8"	"MGVL34"	44.6	208746	93	40155	55456	5	"Freshwater"	"medium"	"low"	"medium"	"Other"
981	"GVMAG-S-3300012000-73"	"GVMAG"	"SC9"	"MGVL44"	40.35	362565	91	36411	64353	17	"Freshwater"	"high"	"medium"	"medium"	"Other"
1034	"GVMAG-S-3300012000-76"	"GVMAG"	"SC10"	"Tetraselmisviruses"	39.97	351740	93	39443	99248	10	"Freshwater"	"high"	"low"	"high"	"Other"
1391	"GVMAG-S-3300012000-91"	"GVMAG"	"SC9"	"MGVL55"	40.19	288863	92	30520	55569	12	"Freshwater"	"high"	"low"	"high"	"Other"
1613	"GVMAG-S-3300012006-64"	"GVMAG"	"SC8"	"MGVL36"	52.01	250269	89	13478	17894	22	"Freshwater"	"medium"	"medium"	"medium"	"Other"
408	"GVMAG-S-3300012919-55"	"GVMAG"	"SC9"	"OLPV"	28.35	490578	92	62445	115973	9	"Marine"	"high"	"low"	"high"	"Other"
1176	"GVMAG-S-3300012919-56"	"GVMAG"	"SC9"	"MGVL40"	23.33	327140	89	8312	25797	39	"Marine"	"medium"	"low"	"medium"	"Other"
578	"GVMAG-S-3300012919-62"	"GVMAG"	"SC9"	"MGVL40"	27.76	446590	90	20879	41649	27	"Marine"	"high"	"low"	"high"	"Other"
880	"GVMAG-S-3300012919-65"	"GVMAG"	"SC9"	"MGVL40"	26.28	383434	87	20644	44120	25	"Marine"	"high"	"low"	"high"	"Other"
1736	"GVMAG-S-3300012919-68"	"GVMAG"	"SC9"	"OLPV"	33.89	230027	90	7630	20953	27	"Marine"	"low"	"low"	"low"	"Other"
1079	"GVMAG-S-3300012919-72"	"GVMAG"	"SC9"	"MGVL41"	31.82	342892	94	19658	54738	18	"Marine"	"high"	"low"	"high"	"Other"
2241	"GVMAG-S-3300012928-77"	"GVMAG"	"SC10"	"Aureococcusviruses"	31.19	132878	84	7874	22831	15	"Marine"	"low"	"low"	"low"	"Other"
114	"GVMAG-S-3300012936-62"	"GVMAG"	"SC6"	"Faunusviruses"	21.65	824635	91	17478	84371	56	"Marine"	"high"	"high"	"low"	"Other"
1020	"GVMAG-S-3300012952-63"	"GVMAG"	"SC9"	"MGVL42"	36.3	354099	87	10059	22328	38	"Marine"	"medium"	"low"	"medium"	"Other"
1775	"GVMAG-S-3300012953-123"	"GVMAG"	"SC9"	"MGVL45"	30.88	222979	89	8110	18328	27	"Marine"	"medium"	"low"	"medium"	"Other"
1097	"GVMAG-S-3300012954-83"	"GVMAG"	"SC10"	"Aureococcusviruses"	23.56	340438	83	8723	20762	39	"Marine"	"medium"	"medium"	"medium"	"Other"
1652	"GVMAG-S-3300013004-203"	"GVMAG"	"SC8"	"MGVL34"	40.13	242388	90	11614	21781	23	"Freshwater"	"high"	"medium"	"medium"	"Other"
2266	"GVMAG-S-3300013004-245"	"GVMAG"	"SC8"	"MGVL35"	37.86	111938	89	6551	12101	16	"Freshwater"	"medium"	"low"	"low"	"Other"
1116	"GVMAG-S-3300013005-167"	"GVMAG"	"SC9"	"MGVL44"	45.02	338010	87	9999	21613	35	"Freshwater"	"medium"	"low"	"medium"	"Other"
1447	"GVMAG-S-3300013005-171"	"GVMAG"	"SC10"	"MGVL62"	29.15	280757	89	9316	31723	28	"Freshwater"	"high"	"low"	"high"	"Other"
2253	"GVMAG-S-3300013005-206"	"GVMAG"	"SC2"	"MGVL20"	36.17	122289	89	9266	23261	13	"Freshwater"	"medium"	"low"	"medium"	"Other"
1298	"GVMAG-S-3300013006-131"	"GVMAG"	"SC8"	"MGVL35"	33.66	306456	89	8431	24367	34	"Freshwater"	"high"	"high"	"low"	"Other"
741	"GVMAG-S-3300013006-138"	"GVMAG"	"SC8"	"MGVL36"	40.86	413488	93	87337	127212	11	"Freshwater"	"high"	"low"	"high"	"Other"
815	"GVMAG-S-3300013006-144"	"GVMAG"	"SC9"	"MGVL57"	30.41	397708	88	13436	44523	33	"Freshwater"	"high"	"low"	"medium"	"Other"
1094	"GVMAG-S-3300013006-145"	"GVMAG"	"SC8"	"MGVL34"	39.84	340794	93	22533	34998	20	"Freshwater"	"high"	"medium"	"medium"	"Other"
702	"GVMAG-S-3300013006-147"	"GVMAG"	"SC9"	"MGVL56"	45.56	419727	90	22846	62661	20	"Freshwater"	"high"	"low"	"high"	"Other"
788	"GVMAG-S-3300013006-158"	"GVMAG"	"SC8"	"MGVL35"	40.74	402693	90	205779	205779	7	"Freshwater"	"high"	"low"	"high"	"Other"
1360	"GVMAG-S-3300013006-177"	"GVMAG"	"SC9"	"OLPV"	36.69	294358	90	9911	23506	31	"Freshwater"	"high"	"medium"	"medium"	"Other"
1640	"GVMAG-S-3300013006-182"	"GVMAG"	"SC9"	"MGVL57"	37.99	244560	89	9856	19839	27	"Freshwater"	"medium"	"low"	"medium"	"Other"
2206	"GVMAG-S-3300013006-207"	"GVMAG"	"SC8"	"MGVL34"	45.23	145796	91	9581	13744	17	"Freshwater"	"medium"	"medium"	"low"	"Other"
604	"GVMAG-S-3300013006-81"	"GVMAG"	"SC9"	"YLMV"	28.42	440822	85	7861	18496	56	"Freshwater"	"medium"	"low"	"low"	"Other"
226	"GVMAG-S-3300013006-88"	"GVMAG"	"SC8"	"MGVL34"	46.66	579765	85	38073	61598	22	"Freshwater"	"high"	"low"	"high"	"Other"
316	"GVMAG-S-3300013014-104"	"GVMAG"	"SC9"	"MGVL51"	24.64	529006	90	73531	145134	9	"Freshwater"	"high"	"low"	"high"	"Other"
382	"GVMAG-S-3300013014-110"	"GVMAG"	"SC9"	"MGVL56"	40.35	498891	88	30870	50312	24	"Freshwater"	"high"	"low"	"high"	"Other"
402	"GVMAG-S-3300013014-113"	"GVMAG"	"SC9"	"Prymnesioviruses"	28.33	492662	90	74540	99389	9	"Freshwater"	"high"	"low"	"high"	"Other"
1355	"GVMAG-S-3300013014-136"	"GVMAG"	"SC2"	"Iridoviruses"	35.02	295701	91	61380	133872	7	"Freshwater"	"high"	"low"	"high"	"Other"
2120	"GVMAG-S-3300013014-199"	"GVMAG"	"SC8"	"MGVL33"	51.05	168453	94	35459	65245	8	"Freshwater"	"medium"	"low"	"medium"	"Other"
342	"GVMAG-S-3300013014-88"	"GVMAG"	"SC9"	"YLMV"	26.64	518091	89	25428	76225	24	"Freshwater"	"high"	"medium"	"medium"	"Other"
374	"GVMAG-S-3300013014-93"	"GVMAG"	"SC9"	"Prymnesioviruses"	24.64	502051	88	15249	35726	43	"Freshwater"	"high"	"high"	"low"	"Other"
1271	"GVMAG-S-3300013093-108"	"GVMAG"	"SC9"	"MGVSL13"	30.77	310286	86	8442	22813	36	"Freshwater"	"medium"	"medium"	"medium"	"Other"
484	"GVMAG-S-3300013093-109"	"GVMAG"	"SC8"	"MGVL35"	39.94	468582	93	110254	201094	7	"Freshwater"	"high"	"low"	"high"	"Other"
993	"GVMAG-S-3300013093-113"	"GVMAG"	"SC9"	"MGVL52"	33.89	360098	84	9767	44088	38	"Freshwater"	"medium"	"medium"	"medium"	"Other"
878	"GVMAG-S-3300013093-118"	"GVMAG"	"SC9"	"MGVL57"	38.81	383501	91	34661	57600	16	"Freshwater"	"high"	"low"	"high"	"Other"
944	"GVMAG-S-3300013093-130"	"GVMAG"	"SC9"	"MGVL41"	30.42	371205	94	43226	68701	9	"Freshwater"	"high"	"low"	"high"	"Other"
1694	"GVMAG-S-3300013093-152"	"GVMAG"	"SC8"	"MGVL33"	40.42	236753	89	13728	30035	20	"Freshwater"	"high"	"low"	"high"	"Other"
1932	"GVMAG-S-3300013093-187"	"GVMAG"	"SC8"	"MGVL33"	35	201538	92	30060	57023	11	"Freshwater"	"high"	"medium"	"medium"	"Other"
1007	"GVMAG-S-3300013093-85"	"GVMAG"	"SC9"	"MGVL57"	29.34	357561	89	10565	23738	39	"Freshwater"	"high"	"low"	"medium"	"Other"
455	"GVMAG-S-3300013094-100"	"GVMAG"	"SC10"	"MGVL59"	32.16	475968	92	65209	119138	14	"Freshwater"	"high"	"low"	"high"	"Other"
619	"GVMAG-S-3300013094-108"	"GVMAG"	"SC9"	"MGVL57"	45.43	434753	86	32531	68023	19	"Freshwater"	"high"	"low"	"high"	"Other"
543	"GVMAG-S-3300013094-109"	"GVMAG"	"SC9"	"MGVL52"	28.39	455817	92	171939	221004	3	"Freshwater"	"high"	"low"	"high"	"Other"
1521	"GVMAG-S-3300013094-119"	"GVMAG"	"SC8"	"MGVL34"	47.12	266753	90	8183	15554	32	"Freshwater"	"high"	"low"	"medium"	"Other"
1042	"GVMAG-S-3300013094-124"	"GVMAG"	"SC8"	"MGVL35"	39.32	349876	93	24146	56390	17	"Freshwater"	"high"	"low"	"high"	"Other"
1667	"GVMAG-S-3300013094-155"	"GVMAG"	"SC3"	"YLPV"	44.39	240733	93	122544	122544	11	"Freshwater"	"high"	"medium"	"medium"	"Other"
1945	"GVMAG-S-3300013094-167"	"GVMAG"	"SC3"	"YLPV"	51.43	199949	89	14840	26396	18	"Freshwater"	"high"	"medium"	"medium"	"Other"
1121	"GVMAG-S-3300013094-84"	"GVMAG"	"SC9"	"MGVL52"	35.52	337527	87	7302	12996	44	"Freshwater"	"high"	"medium"	"low"	"Other"
286	"GVMAG-S-3300013094-97"	"GVMAG"	"SC8"	"MGVL35"	42.31	540901	93	90743	116420	10	"Freshwater"	"high"	"medium"	"medium"	"Other"
2135	"GVMAG-S-3300013100-88"	"GVMAG"	"SC2"	"MGVL20"	35.9	165615	82	7162	16670	22	"Rhizosphere"	"medium"	"low"	"medium"	"Other"
396	"GVMAG-S-3300013126-172"	"GVMAG"	"SC6"	"Cafeteriaviruses"	16.89	494999	89	22365	68870	27	"Freshwater"	"high"	"low"	"high"	"Other"
1577	"GVMAG-S-3300013126-216"	"GVMAG"	"SC10"	"MGVL61"	24.87	258193	89	10695	35745	24	"Freshwater"	"medium"	"low"	"medium"	"Other"
1938	"GVMAG-S-3300013126-260"	"GVMAG"	"SC10"	"MGVL58"	43.62	200561	89	7639	14979	25	"Freshwater"	"medium"	"medium"	"low"	"Other"
1686	"GVMAG-S-3300013130-139"	"GVMAG"	"SC10"	"MGVL58"	36.8	237690	89	9723	27310	25	"Freshwater"	"medium"	"low"	"medium"	"Other"
1757	"GVMAG-S-3300013130-158"	"GVMAG"	"SC9"	"MGVL44"	49.4	226909	86	10489	24390	21	"Freshwater"	"medium"	"low"	"medium"	"Other"
130	"GVMAG-S-3300013131-116"	"GVMAG"	"SC6"	"Cafeteriaviruses"	19.39	782409	82	14387	46535	67	"Freshwater"	"high"	"low"	"low"	"Other"
75	"GVMAG-S-3300013131-119"	"GVMAG"	"SC6"	"Klosneuviruses"	27.45	1039870	90	34620	96176	48	"Freshwater"	"high"	"low"	"medium"	"Other"
754	"GVMAG-S-3300013131-216"	"GVMAG"	"SC3"	"Medusaviruses"	59.51	409788	88	36460	62632	16	"Freshwater"	"high"	"low"	"high"	"Other"
2210	"GVMAG-S-3300013131-309"	"GVMAG"	"SC9"	"MGVL45"	32.88	144542	84	6450	11860	21	"Freshwater"	"medium"	"medium"	"low"	"Other"
503	"GVMAG-S-3300013132-149"	"GVMAG"	"SC4"	"MGVL29"	28.15	463582	89	21946	65125	29	"Freshwater"	"high"	"medium"	"medium"	"Other"
294	"GVMAG-S-3300013132-167"	"GVMAG"	"SC9"	"MGVL51"	28.19	538345	87	14863	36828	44	"Freshwater"	"high"	"low"	"medium"	"Other"
394	"GVMAG-S-3300013132-210"	"GVMAG"	"SC9"	"MGVL51"	20.97	495569	84	22967	50825	30	"Freshwater"	"high"	"medium"	"medium"	"Other"
734	"GVMAG-S-3300013132-231"	"GVMAG"	"SC9"	"MGVL44"	43.69	414087	90	20652	52686	24	"Freshwater"	"high"	"low"	"high"	"Other"
1486	"GVMAG-S-3300013132-246"	"GVMAG"	"SC4"	"MGVL29"	31.75	272801	88	15138	22919	23	"Freshwater"	"high"	"low"	"medium"	"Other"
1603	"GVMAG-S-3300013132-265"	"GVMAG"	"SC9"	"YLMV"	34.27	251858	89	7777	21161	31	"Freshwater"	"medium"	"low"	"medium"	"Other"
1412	"GVMAG-S-3300013137-308"	"GVMAG"	"SC6"	"Klosneuviruses"	23.56	285166	88	8358	21829	33	"Freshwater"	"medium"	"low"	"medium"	"Other"
2185	"GVMAG-S-3300013137-355"	"GVMAG"	"SC6"	"Klosneuviruses"	22.29	150459	88	7782	12221	19	"Freshwater"	"low"	"low"	"low"	"Other"
1666	"GVMAG-S-3300013138-349"	"GVMAG"	"SC6"	"Klosneuviruses"	23	240900	90	12363	38785	23	"Freshwater"	"medium"	"low"	"medium"	"Other"
2247	"GVMAG-S-3300013195-8"	"GVMAG"	"SC3"	"Prasinoviruses"	43	126384	93	14145	21078	11	"Marine"	"medium"	"medium"	"medium"	"Other"
219	"GVMAG-S-3300013285-28"	"GVMAG"	"SC10"	"Tetraselmisviruses"	47.15	588367	89	36576	80942	20	"Freshwater"	"high"	"medium"	"medium"	"Other"
306	"GVMAG-S-3300013285-29"	"GVMAG"	"SC9"	"MGVL57"	39.42	531943	86	15587	38834	42	"Freshwater"	"high"	"low"	"medium"	"Other"
995	"GVMAG-S-3300013285-36"	"GVMAG"	"SC10"	"MGVL59"	29.59	359670	92	30602	96534	14	"Freshwater"	"high"	"low"	"high"	"Other"
1759	"GVMAG-S-3300013285-49"	"GVMAG"	"SC3"	"MGVL24"	40.11	226543	92	24185	40222	12	"Freshwater"	"medium"	"low"	"medium"	"Other"
1923	"GVMAG-S-3300013285-54"	"GVMAG"	"SC8"	"MGVL36"	42.92	202908	93	25322	49965	12	"Freshwater"	"high"	"low"	"high"	"Other"
2027	"GVMAG-S-3300013285-58"	"GVMAG"	"SC8"	"MGVL34"	43.52	187510	89	7734	13755	23	"Freshwater"	"high"	"medium"	"low"	"Other"
318	"GVMAG-S-3300013286-35"	"GVMAG"	"SC8"	"MGVL34"	45.5	528753	91	83638	143718	13	"Freshwater"	"high"	"low"	"high"	"Other"
2223	"GVMAG-S-3300013286-51"	"GVMAG"	"SC8"	"MGVL33"	56.35	139914	93	16739	23224	10	"Freshwater"	"medium"	"low"	"medium"	"Other"
1369	"GVMAG-S-403976-41"	"GVMAG"	"SC3"	"Prasinoviruses"	53.08	293396	90	14886	39773	22	"Marine"	"high"	"high"	"low"	"Other"
1098	"GVMAG-S-403982-34"	"GVMAG"	"SC10"	"Tetraselmisviruses"	25.07	340288	89	12309	25642	31	"Marine"	"high"	"medium"	"medium"	"Other"
1022	"GVMAG-S-403982-43"	"GVMAG"	"SC10"	"MGVL62"	28.73	353687	92	39733	64769	13	"Marine"	"high"	"low"	"high"	"Other"
1164	"GVMAG-S-403982-44"	"GVMAG"	"SC9"	"OLPV"	22.16	329260	91	14668	27664	29	"Marine"	"medium"	"low"	"medium"	"Other"
1955	"GVMAG-S-403982-53"	"GVMAG"	"SC3"	"Prasinoviruses"	33.93	198707	94	15105	22415	18	"Marine"	"high"	"medium"	"medium"	"Other"
1827	"GVMAG-S-403983-43"	"GVMAG"	"SC9"	"MGVL42"	33.26	214861	91	15105	29179	19	"Marine"	"medium"	"low"	"medium"	"Other"
2218	"GVMAG-S-403985-54"	"GVMAG"	"SC2"	"MGVL23"	26.89	142452	90	9576	16771	16	"Marine"	"medium"	"low"	"medium"	"Other"
298	"GVMAG-S-404869-41"	"GVMAG"	"SC9"	"MGVL52"	25.77	535505	89	56841	150054	11	"Freshwater"	"high"	"medium"	"medium"	"Other"
1243	"GVMAG-S-404869-56"	"GVMAG"	"SC8"	"MGVL35"	38.82	315517	86	11608	47482	26	"Freshwater"	"high"	"medium"	"medium"	"Other"
1388	"GVMAG-S-405408-21"	"GVMAG"	"SC10"	"Aureococcusviruses"	30.36	288987	87	12820	30828	23	"Marine"	"medium"	"low"	"medium"	"Other"
2212	"GVMAG-S-405408-30"	"GVMAG"	"SC3"	"Prasinoviruses"	34.79	143764	92	8507	17932	17	"Marine"	"medium"	"medium"	"medium"	"Other"
2264	"GVMAG-S-405429-37"	"GVMAG"	"SC3"	"MGVL28"	34.88	113040	89	9889	17711	12	"Marine"	"medium"	"low"	"medium"	"Other"
852	"GVMAG-S-ERX555907-102"	"GVMAG"	"SC9"	"OLPV"	32.12	389247	92	72028	75911	12	"Marine"	"high"	"low"	"high"	"Other"
288	"GVMAG-S-ERX555907-63"	"GVMAG"	"SC10"	"Aureococcusviruses"	29.04	539882	92	86348	95873	9	"Marine"	"medium"	"low"	"medium"	"Other"
352	"GVMAG-S-ERX555907-72"	"GVMAG"	"SC3"	"MGVL28"	32.81	514666	89	22361	54408	32	"Marine"	"high"	"low"	"medium"	"Other"
1725	"GVMAG-S-ERX555907-83"	"GVMAG"	"SC9"	"MGVL40"	31	231997	90	10534	21421	25	"Marine"	"medium"	"medium"	"medium"	"Other"
717	"GVMAG-S-ERX555907-90"	"GVMAG"	"SC10"	"MGVL65"	29.27	417396	90	49199	81043	13	"Marine"	"high"	"low"	"high"	"Other"
870	"GVMAG-S-ERX555907-92"	"GVMAG"	"SC10"	"MGVL65"	30.69	384992	92	47321	59984	16	"Marine"	"high"	"low"	"high"	"Other"
737	"GVMAG-S-ERX555907-94"	"GVMAG"	"SC10"	"MGVL65"	33.49	413750	94	79276	139638	12	"Marine"	"high"	"low"	"high"	"Other"
292	"GVMAG-S-ERX555913-34"	"GVMAG"	"SC9"	"Prymnesioviruses"	20.42	539001	88	10005	27807	56	"Marine"	"high"	"medium"	"low"	"Other"
245	"GVMAG-S-ERX555913-37"	"GVMAG"	"SC9"	"Prymnesioviruses"	24.43	568158	90	14778	60368	50	"Marine"	"high"	"medium"	"medium"	"Other"
640	"GVMAG-S-ERX555913-57"	"GVMAG"	"SC9"	"Prymnesioviruses"	22.87	430733	91	27809	79518	22	"Marine"	"high"	"low"	"high"	"Other"
1621	"GVMAG-S-ERX555915-91"	"GVMAG"	"SC3"	"Coccolithoviruses"	38.82	248430	93	17185	30965	18	"Marine"	"high"	"low"	"high"	"Other"
672	"GVMAG-S-ERX555917-56"	"GVMAG"	"SC9"	"MGVL41"	28.51	425067	88	13385	31932	35	"Marine"	"high"	"low"	"medium"	"Other"
1632	"GVMAG-S-ERX555917-73"	"GVMAG"	"SC3"	"MGVL25"	46.91	245785	87	33789	74695	9	"Marine"	"high"	"low"	"high"	"Other"
305	"GVMAG-S-ERX555926-38"	"GVMAG"	"SC9"	"MGVL38"	24.45	532135	93	21781	58197	29	"Marine"	"high"	"low"	"high"	"Other"
1788	"GVMAG-S-ERX555926-48"	"GVMAG"	"SC3"	"MGVL27"	65.2	220891	87	16219	26885	18	"Marine"	"medium"	"low"	"medium"	"Other"
1385	"GVMAG-S-ERX555926-50"	"GVMAG"	"SC9"	"OLPV"	36.71	289748	92	7951	17060	34	"Marine"	"medium"	"low"	"medium"	"Other"
548	"GVMAG-S-ERX555927-53"	"GVMAG"	"SC10"	"MGVL60"	21.48	455245	91	26980	44002	24	"Marine"	"high"	"low"	"high"	"Other"
1198	"GVMAG-S-ERX555927-67"	"GVMAG"	"SC3"	"Prasinoviruses"	35.44	323213	94	35574	80861	19	"Marine"	"high"	"medium"	"medium"	"Other"
1745	"GVMAG-S-ERX555931-76"	"GVMAG"	"SC10"	"MGVL66"	29.52	228685	90	8807	15330	27	"Marine"	"high"	"low"	"medium"	"Other"
1453	"GVMAG-S-ERX555931-87"	"GVMAG"	"SC10"	"MGVL65"	29.58	279474	93	54365	92100	8	"Marine"	"high"	"low"	"high"	"Other"
733	"GVMAG-S-ERX555935-135"	"GVMAG"	"SC10"	"MGVL65"	31.64	414210	92	39549	139950	13	"Marine"	"high"	"low"	"high"	"Other"
2125	"GVMAG-S-ERX555935-167"	"GVMAG"	"SC10"	"MGVL66"	23.13	166848	90	9211	17067	20	"Marine"	"medium"	"medium"	"medium"	"Other"
1389	"GVMAG-S-ERX555943-23"	"GVMAG"	"SC9"	"Prymnesioviruses"	20.9	288979	86	8237	19825	35	"Marine"	"medium"	"low"	"medium"	"Other"
632	"GVMAG-S-ERX555943-30"	"GVMAG"	"SC9"	"MGVL57"	32.19	433050	90	68981	112799	11	"Marine"	"high"	"low"	"high"	"Other"
1200	"GVMAG-S-ERX555945-21"	"GVMAG"	"SC10"	"Aureococcusviruses"	31.47	322903	91	14038	23004	26	"Marine"	"medium"	"low"	"medium"	"Other"
1670	"GVMAG-S-ERX555947-63"	"GVMAG"	"SC10"	"MGVL66"	22.23	240543	90	12543	25890	22	"Marine"	"medium"	"low"	"medium"	"Other"
1565	"GVMAG-S-ERX555947-70"	"GVMAG"	"SC10"	"MGVL66"	33.71	260352	93	15317	31169	21	"Marine"	"high"	"low"	"high"	"Other"
1729	"GVMAG-S-ERX555951-64"	"GVMAG"	"SC9"	"MGVL57"	30.29	231488	87	7396	15554	31	"Marine"	"high"	"low"	"medium"	"Other"
445	"GVMAG-S-ERX555952-71"	"GVMAG"	"SC9"	"MGVL41"	23.3	479628	89	15520	27964	42	"Marine"	"high"	"high"	"low"	"Other"
1315	"GVMAG-S-ERX555954-49"	"GVMAG"	"SC10"	"MGVL66"	27.31	302740	90	14331	44111	24	"Marine"	"high"	"low"	"high"	"Other"
2269	"GVMAG-S-ERX555957-26"	"GVMAG"	"SC3"	"Raphidoviruses"	31.28	106681	93	21689	48426	5	"Marine"	"medium"	"low"	"medium"	"Other"
126	"GVMAG-S-ERX555957-35"	"GVMAG"	"SC10"	"MGVL64"	20.76	791122	90	18656	60860	50	"Marine"	"high"	"high"	"low"	"Other"
1095	"GVMAG-S-ERX555959-42"	"GVMAG"	"SC10"	"MGVL65"	30.64	340629	91	12590	33009	30	"Marine"	"medium"	"medium"	"medium"	"Other"
